"Filepath","Optimistic","CPM","PERT","PERT.SD","PERT..99..","BB.2.Mean","BB.2.SD","BB.2..99..","Lognormal.Mean","Lognormal.SD","Lognormal..99..","Pessimistic","Sim.Min","Sim.Mean","Sim.SD","Sim.Mode","Sim.Median","Sim.Skewness","Sim.99.","Sim.Max","Sim.Time..Seconds.","source_file","a...ml..","b...ml..","Activity.Distribution","Number.of.Simulations","Number.of.Paths","Average.Nodes.Path","SP","LA","AD","TF"
"Set 4.3 TF (high SP)_EV199",66,132,143,7.47,188.72,150.333,16.5,189.27,150.163,35.303,197.702,264,114.235,154.002,9.327,114.235,153.882,0.078,176.108,197.536,2.075,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,1.6,"Rand","Rand","0.4"
"Set 4.3 TF (high SP)_EV200",51.5,103,111.583,5.99,147.26,117.306,12.875,147.69,117.173,27.547,154.268,206,87.482,120.169,7.477,87.482,120.073,0.08,137.934,156.258,2.048,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,1.6,"Rand","Rand","0.4"
"Set 4.3 TF (high SP)_EV201",68.5,137,148.417,7.55,195.87,156.028,17.125,196.44,155.851,36.64,205.191,274,117.871,159.844,9.422,117.871,159.732,0.072,182.121,204.901,1.671,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV202",69.5,139,150.583,7.77,198.73,158.306,17.375,199.31,158.127,37.175,208.187,278,120.787,162.147,9.689,120.787,162.021,0.076,185.182,208.875,1.616,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV203",55.5,111,120.25,6.81,158.69,126.417,13.875,159.16,126.274,29.687,166.25,222,93.877,129.505,8.506,93.877,129.384,0.086,149.675,169.152,1.631,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV204",79,158,171.167,8.82,225.89,179.944,19.75,226.55,179.741,42.256,236.644,316,135.188,184.347,10.99,135.188,184.204,0.075,210.407,237.215,1.653,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV205",70.5,141,152.75,7.78,201.59,160.583,17.625,202.18,160.402,37.71,211.182,282,118.808,164.482,9.702,118.808,164.353,0.07,187.423,212.851,1.661,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV206",59,118,127.833,7.13,168.7,134.389,14.75,169.2,134.237,31.559,176.734,236,101.082,137.671,8.892,101.082,137.536,0.089,158.793,180.336,1.668,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV207",75.5,151,163.583,8.29,215.88,171.972,18.875,216.52,171.778,40.384,226.16,302,129.342,176.159,10.328,129.342,176.022,0.072,200.655,228.92,1.595,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV208",73,146,158.167,8.17,208.73,166.278,18.25,209.35,166.09,39.047,218.671,292,127.55,170.328,10.188,127.55,170.189,0.078,194.497,221.631,1.729,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV209",63.5,127,137.583,7.46,181.57,144.639,15.875,182.1,144.475,33.966,190.214,254,107.614,148.176,9.304,107.614,148.051,0.077,170.231,192.257,1.672,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV210",69.5,139,150.583,8.07,198.73,158.306,17.375,199.31,158.127,37.175,208.187,278,120.713,162.17,10.062,120.713,162.038,0.078,186.048,208.56,1.804,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV211",69,138,149.5,7.73,197.3,157.167,17.25,197.88,156.989,36.908,206.689,276,118.968,160.996,9.652,118.968,160.877,0.076,183.937,209.685,1.823,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV212",71,142,153.833,8.05,203.01,161.722,17.75,203.61,161.539,37.977,212.68,284,122.193,165.646,10.031,122.193,165.526,0.077,189.479,215.011,1.591,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV213",66,132,143,7.4,188.72,150.333,16.5,189.27,150.163,35.303,197.702,264,115.724,153.993,9.229,115.724,153.874,0.08,175.903,199.614,1.601,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV214",69,138,149.5,7.89,197.3,157.167,17.25,197.88,156.989,36.908,206.689,276,119.693,160.997,9.836,119.693,160.885,0.077,184.372,208.076,1.767,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV215",68,136,147.333,7.79,194.44,154.889,17,195.01,154.714,36.373,203.693,272,116.889,158.678,9.703,116.889,158.55,0.074,181.699,206.737,1.64,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV216",63,126,136.5,7.55,180.14,143.5,15.75,180.67,143.338,33.698,188.716,252,108.09,147.011,9.421,108.09,146.875,0.082,169.376,192.875,1.743,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV217",68.5,137,148.417,7.68,195.87,156.028,17.125,196.44,155.851,36.64,205.191,274,117.237,159.824,9.566,117.237,159.697,0.075,182.492,207.861,1.597,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV218",68.5,137,148.417,7.73,195.87,156.028,17.125,196.44,155.851,36.64,205.191,274,117.258,159.829,9.629,117.258,159.709,0.076,182.678,205.239,1.669,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV219",78.5,157,170.083,8.69,224.46,178.806,19.625,225.12,178.604,41.989,235.146,314,134.277,183.185,10.841,134.277,183.051,0.072,208.851,244.122,1.75,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV220",59,118,127.833,7.08,168.7,134.389,14.75,169.2,134.237,31.559,176.734,236,99.493,137.648,8.822,99.493,137.533,0.088,158.624,180.338,1.62,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV221",54,108,117,6.65,154.41,123,13.5,154.86,122.861,28.884,161.757,216,90.915,125.999,8.302,90.915,125.873,0.084,145.687,166.623,1.753,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV222",63.5,127,137.583,7.34,181.57,144.639,15.875,182.1,144.475,33.966,190.214,254,108.748,148.152,9.158,108.748,148.034,0.079,169.881,191.933,1.677,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV223",64,128,138.667,7.18,183,145.778,16,183.54,145.613,34.233,191.711,256,110.713,149.344,8.948,110.713,149.225,0.081,170.6,200.987,1.607,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV224",69.5,139,150.583,7.74,198.73,158.306,17.375,199.31,158.127,37.175,208.187,278,119.639,162.168,9.655,119.639,162.05,0.07,185.022,209.338,1.609,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV225",67,134,145.167,7.55,191.58,152.611,16.75,192.14,152.439,35.838,200.698,268,116.661,156.325,9.421,116.661,156.203,0.074,178.646,204.959,1.635,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV226",67,134,145.167,7.91,191.58,152.611,16.75,192.14,152.439,35.838,200.698,268,106.887,156.344,9.858,106.887,156.193,0.085,179.748,207.809,1.801,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV227",62.5,125,135.417,7.29,178.71,142.361,15.625,179.24,142.2,33.431,187.218,250,107.928,145.833,9.102,107.928,145.71,0.082,167.451,191.933,1.808,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV228",73,146,158.167,8.25,208.73,166.278,18.25,209.35,166.09,39.047,218.671,292,125.514,170.333,10.293,125.514,170.21,0.076,194.804,221.211,1.638,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV229",61,122,132.167,7.12,174.42,138.944,15.25,174.93,138.787,32.628,182.725,244,102.166,142.329,8.876,102.166,142.209,0.081,163.365,187.957,1.614,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV230",75.5,151,163.583,8.36,215.88,171.972,18.875,216.52,171.778,40.384,226.16,302,131.025,176.171,10.431,131.025,176.043,0.07,200.867,227.441,1.751,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV231",58.5,117,126.75,6.9,167.27,133.25,14.625,167.76,133.099,31.291,175.236,234,100.181,136.499,8.591,100.181,136.376,0.081,156.876,184.059,1.636,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV232",62.5,125,135.417,7.36,178.71,142.361,15.625,179.24,142.2,33.431,187.218,250,104.857,145.83,9.175,104.857,145.697,0.082,167.612,191.536,1.614,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV233",62,124,134.333,7.42,177.28,141.222,15.5,177.8,141.063,33.163,185.72,248,104.384,144.952,9.233,104.384,144.815,0.084,166.898,195.727,1.587,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV234",77.5,155,167.917,8.59,221.6,176.528,19.375,222.25,176.328,41.454,232.151,310,136.505,180.845,10.703,136.505,180.704,0.076,206.209,229.433,1.73,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV235",56,112,121.333,6.68,160.12,127.556,14,160.59,127.411,29.954,167.748,224,95.556,130.666,8.335,95.556,130.555,0.083,150.449,170.315,1.632,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV236",70,140,151.667,7.71,200.16,159.444,17.5,200.74,159.264,37.442,209.684,280,120.53,163.326,9.627,120.53,163.203,0.077,186.158,215.553,1.627,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV237",68.5,137,148.417,7.71,195.87,156.028,17.125,196.44,155.851,36.64,205.191,274,116.704,159.823,9.613,116.704,159.697,0.077,182.612,212.678,1.607,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV238",73,146,158.167,8.15,208.73,166.278,18.25,209.35,166.09,39.047,218.671,292,126.522,170.346,10.175,126.522,170.215,0.072,194.422,217.91,1.72,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV239",67.5,135,146.25,7.82,193.01,153.75,16.875,193.57,153.576,36.105,202.196,270,114.306,157.506,9.755,114.306,157.386,0.078,180.665,204.551,1.652,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV240",67,134,145.167,7.52,191.58,152.611,16.75,192.14,152.439,35.838,200.698,268,115.441,156.327,9.402,115.441,156.208,0.076,178.6,201.505,1.634,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV241",65,130,140.833,7.65,185.86,148.056,16.25,186.4,147.888,34.768,194.707,260,109.308,151.67,9.53,109.308,151.535,0.08,174.31,198.212,1.689,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV242",70.5,141,152.75,7.95,201.59,160.583,17.625,202.18,160.402,37.71,211.182,282,119.382,164.486,9.916,119.382,164.369,0.076,187.978,215.591,1.754,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV243",72,144,156,8.49,205.87,164,18,206.48,163.815,38.512,215.675,288,123.576,168.018,10.59,123.576,167.879,0.079,193.149,226.828,1.62,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV244",58.5,117,126.75,6.69,167.27,133.25,14.625,167.76,133.099,31.291,175.236,234,100.965,136.505,8.356,100.965,136.379,0.081,156.354,176.972,1.658,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV245",82,164,177.667,9.07,234.47,186.778,20.5,235.16,186.567,43.861,245.63,328,143.965,191.344,11.306,143.965,191.213,0.069,218.12,244.732,1.624,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV246",66,132,143,7.67,188.72,150.333,16.5,189.27,150.163,35.303,197.702,264,110.061,154.005,9.577,110.061,153.875,0.078,176.756,202.558,1.726,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV247",72.5,145,157.083,8.19,207.3,165.139,18.125,207.91,164.952,38.78,217.173,290,124.549,169.169,10.207,124.549,169.041,0.076,193.378,219.451,1.728,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV248",66,132,143,7.65,188.72,150.333,16.5,189.27,150.163,35.303,197.702,264,113.582,154.006,9.528,113.582,153.876,0.08,176.599,207.929,1.592,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV249",77,154,166.833,8.54,220.17,175.389,19.25,220.82,175.191,41.187,230.653,308,129.235,179.674,10.652,129.235,179.537,0.076,204.914,232.845,1.603,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV250",70.5,141,152.75,8.07,201.59,160.583,17.625,202.18,160.402,37.71,211.182,282,119.477,164.517,10.067,119.477,164.387,0.08,188.353,214.735,1.63,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV251",65.5,131,141.917,7.66,187.29,149.194,16.375,187.84,149.026,35.035,196.205,262,111.585,152.838,9.552,111.585,152.7,0.08,175.553,199.022,1.636,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV252",68,136,147.333,8.07,194.44,154.889,17,195.01,154.714,36.373,203.693,272,115.765,158.671,10.051,115.765,158.53,0.082,182.567,208.015,1.673,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV253",65,130,140.833,7.54,185.86,148.056,16.25,186.4,147.888,34.768,194.707,260,111.761,151.687,9.411,111.761,151.553,0.081,174.008,198.74,1.702,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV254",77,154,166.833,8.62,220.17,175.389,19.25,220.82,175.191,41.187,230.653,308,134.314,179.671,10.745,134.314,179.549,0.074,205.232,237.225,1.627,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV255",73.5,147,159.25,8.23,210.16,167.417,18.375,210.78,167.227,39.315,220.169,294,126.983,171.505,10.254,126.983,171.364,0.077,195.846,221.794,1.691,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV256",81,162,175.5,8.75,231.61,184.5,20.25,232.29,184.292,43.326,242.635,324,143.04,189.01,10.913,143.04,188.881,0.071,214.867,243.553,1.584,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV257",61,122,132.167,7.16,174.42,138.944,15.25,174.93,138.787,32.628,182.725,244,103.138,142.341,8.926,103.138,142.216,0.084,163.573,186.744,1.618,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV258",62,124,134.333,7.25,177.28,141.222,15.5,177.8,141.063,33.163,185.72,248,106.098,144.669,9.029,106.098,144.543,0.081,166.087,189.377,1.625,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV259",71.5,143,154.917,7.98,204.44,162.861,17.875,205.05,162.677,38.245,214.178,286,119.805,166.825,9.959,119.805,166.7,0.072,190.412,220.887,1.613,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV260",66,132,143,7.79,188.72,150.333,16.5,189.27,150.163,35.303,197.702,264,113.993,153.999,9.727,113.993,153.861,0.084,177.093,202.593,1.622,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV261",58.5,117,126.75,6.73,167.27,133.25,14.625,167.76,133.099,31.291,175.236,234,99.531,136.487,8.403,99.531,136.37,0.082,156.449,179.319,1.62,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV262",61.5,123,133.25,7.2,175.85,140.083,15.375,176.37,139.925,32.896,184.223,246,105.963,143.509,8.975,105.963,143.379,0.082,164.849,191.098,1.627,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV263",56.5,113,122.417,6.58,161.55,128.694,14.125,162.03,128.549,30.221,169.245,226,94.813,131.832,8.203,94.813,131.727,0.081,151.328,171.556,1.613,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV264",75.5,151,163.583,8.47,215.88,171.972,18.875,216.52,171.778,40.384,226.16,302,129.104,176.174,10.564,129.104,176.037,0.075,201.183,225.976,1.838,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV265",70,140,151.667,7.74,200.16,159.444,17.5,200.74,159.264,37.442,209.684,280,117.055,163.331,9.64,117.055,163.221,0.069,186.169,211.265,1.644,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV266",67,134,145.167,7.64,191.58,152.611,16.75,192.14,152.439,35.838,200.698,268,114.408,156.328,9.524,114.408,156.209,0.079,178.943,199.974,1.658,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV267",59,118,127.833,6.96,168.7,134.389,14.75,169.2,134.237,31.559,176.734,236,100.93,137.696,8.69,100.93,137.568,0.086,158.316,177.291,1.761,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV268",66,132,143,7.7,188.72,150.333,16.5,189.27,150.163,35.303,197.702,264,112.411,153.997,9.599,112.411,153.867,0.077,176.753,202.643,1.628,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV269",70.5,141,152.75,7.96,201.59,160.583,17.625,202.18,160.402,37.71,211.182,282,116.761,164.51,9.934,116.761,164.375,0.077,188.072,212.712,1.625,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV270",72.5,145,157.083,7.96,207.3,165.139,18.125,207.91,164.952,38.78,217.173,290,125.271,169.156,9.943,125.271,169.025,0.076,192.749,217.365,1.623,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV271",60.5,121,131.083,7.02,172.99,137.806,15.125,173.5,137.65,32.361,181.227,242,101.829,141.16,8.747,101.829,141.032,0.083,161.93,186.365,1.606,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV272",68,136,147.333,7.71,194.44,154.889,17,195.01,154.714,36.373,203.693,272,115.057,158.673,9.624,115.057,158.542,0.077,181.509,204.301,1.63,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV273",59.5,119,128.917,6.58,170.13,135.528,14.875,170.63,135.375,31.826,178.232,238,103.008,138.843,8.211,103.008,138.738,0.074,158.302,176.828,1.615,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV274",73,146,158.167,8.25,208.73,166.278,18.25,209.35,166.09,39.047,218.671,292,125.311,170.328,10.296,125.311,170.193,0.08,194.771,225.055,1.612,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV275",57.5,115,124.583,6.7,164.41,130.972,14.375,164.9,130.824,30.756,172.241,230,96.482,134.167,8.361,96.482,134.056,0.081,154.029,180.455,1.681,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
"Set 4.3 TF (high SP)_EV276",63.5,127,137.583,7.5,181.57,144.639,15.875,182.1,144.475,33.966,190.214,254,106.196,148.174,9.344,106.196,148.039,0.084,170.349,192.456,1.635,"Set 4.3 TF (high SP) Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,2.4,"Rand","Rand","0.6"
