Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations
Set 1 SP_EV874,64.0,128,138.667,7.22,183.0,145.778,16.0,183.54,145.613,34.233,191.711,256.0,109.95,149.331,8.997,109.95,149.216,0.079,170.689,193.289,1.57,2.0,2.0,triangular,1000000
Set 1 SP_EV875,69.5,139,150.583,7.83,198.73,158.306,17.375,199.31,158.127,37.175,208.187,278.0,119.501,162.641,9.727,119.501,162.502,0.08,185.729,210.166,1.732,2.0,2.0,triangular,1000000
Set 1 SP_EV876,87.0,174,188.5,8.96,248.76,198.167,21.75,249.5,197.943,46.536,260.608,348.0,153.444,203.004,11.171,153.444,202.881,0.062,229.434,257.465,1.692,2.0,2.0,triangular,1000000
Set 1 SP_EV877,72.0,144,156.0,8.18,205.87,164.0,18.0,206.48,163.815,38.512,215.675,288.0,122.835,168.016,10.204,122.835,167.873,0.078,192.234,220.87,1.738,2.0,2.0,triangular,1000000
Set 1 SP_EV878,74.0,148,160.333,8.07,211.59,168.556,18.5,212.21,168.365,39.582,221.666,296.0,125.562,172.679,10.057,125.562,172.558,0.075,196.513,221.745,1.875,2.0,2.0,triangular,1000000
Set 1 SP_EV879,64.0,128,138.667,7.37,183.0,145.778,16.0,183.54,145.613,34.233,191.711,256.0,107.552,149.349,9.197,107.552,149.22,0.081,171.167,195.007,1.781,2.0,2.0,triangular,1000000
Set 1 SP_EV880,63.0,126,136.5,6.81,180.14,143.5,15.75,180.67,143.338,33.698,188.716,252.0,112.082,147.0,8.498,112.082,146.88,0.081,167.158,189.507,1.537,2.0,2.0,triangular,1000000
Set 1 SP_EV881,71.0,142,153.833,7.48,203.01,161.722,17.75,203.61,161.539,37.977,212.68,284.0,124.175,165.666,9.338,124.175,165.548,0.071,187.744,210.728,1.592,2.0,2.0,triangular,1000000
Set 1 SP_EV882,54.5,109,118.083,6.48,155.84,124.139,13.625,156.29,123.999,29.152,163.254,218.0,93.368,127.163,8.07,93.368,127.03,0.091,146.339,165.534,1.447,2.0,2.0,triangular,1000000
Set 1 SP_EV883,65.0,130,140.833,7.33,185.86,148.056,16.25,186.4,147.888,34.768,194.707,260.0,111.389,151.673,9.136,111.389,151.551,0.081,173.383,195.74,1.501,2.0,2.0,triangular,1000000
Set 1 SP_EV884,78.0,156,169.0,8.46,223.03,177.667,19.5,223.69,177.466,41.722,233.648,312.0,138.028,182.019,10.564,138.028,181.874,0.077,207.059,233.426,1.936,2.0,2.0,triangular,1000000
Set 1 SP_EV885,72.5,145,157.083,8.05,207.3,165.139,18.125,207.91,164.952,38.78,217.173,290.0,125.817,169.187,10.049,125.817,169.059,0.077,193.031,216.316,1.462,2.0,2.0,triangular,1000000
Set 1 SP_EV886,80.0,160,173.333,8.65,228.75,182.222,20.0,229.42,182.016,42.791,239.639,320.0,137.647,186.711,10.778,137.647,186.582,0.073,212.213,237.568,1.8,2.0,2.0,triangular,1000000
Set 1 SP_EV887,71.0,142,153.833,7.98,203.01,161.722,17.75,203.61,161.539,37.977,212.68,284.0,123.553,165.675,9.942,123.553,165.54,0.081,189.308,213.11,1.428,2.0,2.0,triangular,1000000
Set 1 SP_EV888,68.0,136,147.333,7.68,194.44,154.889,17.0,195.01,154.714,36.373,203.693,272.0,117.793,158.722,9.556,117.793,158.597,0.081,181.417,207.542,1.667,2.0,2.0,triangular,1000000
Set 1 SP_EV889,74.0,148,160.333,8.21,211.59,168.556,18.5,212.21,168.365,39.582,221.666,296.0,128.192,172.939,10.176,128.192,172.809,0.076,197.07,229.882,2.105,2.0,2.0,triangular,1000000
Set 1 SP_EV890,78.0,156,169.0,8.37,223.03,177.667,19.5,223.69,177.466,41.722,233.648,312.0,137.503,182.036,10.442,137.503,181.894,0.073,206.786,235.104,1.631,2.0,2.0,triangular,1000000
Set 1 SP_EV891,74.0,148,160.333,8.25,211.59,168.556,18.5,212.21,168.365,39.582,221.666,296.0,127.311,173.418,10.266,127.311,173.28,0.077,197.78,223.2,2.098,2.0,2.0,triangular,1000000
Set 1 SP_EV892,75.5,151,163.583,7.79,215.88,171.972,18.875,216.52,171.778,40.384,226.16,302.0,133.77,176.163,9.721,133.77,176.048,0.069,199.193,223.824,1.503,2.0,2.0,triangular,1000000
Set 1 SP_EV893,86.0,172,186.333,9.21,245.91,195.889,21.5,246.63,195.668,46.001,257.612,344.0,152.41,201.279,11.386,152.41,201.139,0.069,228.218,255.026,2.138,2.0,2.0,triangular,1000000
Set 1 SP_EV894,76.0,152,164.667,8.33,217.31,173.111,19.0,217.95,172.916,40.652,227.657,304.0,128.412,177.335,10.393,128.412,177.206,0.074,201.957,226.539,1.717,2.0,2.0,triangular,1000000
Set 1 SP_EV895,72.0,144,156.0,7.91,205.87,164.0,18.0,206.48,163.815,38.512,215.675,288.0,127.222,168.004,9.853,127.222,167.888,0.072,191.385,219.427,1.423,2.0,2.0,triangular,1000000
Set 1 SP_EV896,63.5,127,137.583,7.0,181.57,144.639,15.875,182.1,144.475,33.966,190.214,254.0,109.714,148.176,8.735,109.714,148.071,0.077,168.918,189.429,1.398,2.0,2.0,triangular,1000000
Set 1 SP_EV897,79.5,159,172.25,8.37,227.32,181.083,19.875,227.99,180.879,42.524,238.142,318.0,139.658,185.488,10.452,139.658,185.365,0.07,210.188,234.715,1.464,2.0,2.0,triangular,1000000
Set 1 SP_EV898,86.0,172,186.333,8.94,245.91,195.889,21.5,246.63,195.668,46.001,257.612,344.0,149.614,200.663,11.156,149.614,200.534,0.072,227.088,258.968,1.581,2.0,2.0,triangular,1000000
Set 1 SP_EV899,79.5,159,172.25,8.35,227.32,181.083,19.875,227.99,180.879,42.524,238.142,318.0,141.1,185.757,10.35,141.1,185.608,0.077,210.309,236.756,2.149,2.0,2.0,triangular,1000000
Set 1 SP_EV900,71.0,142,153.833,7.67,203.01,161.722,17.75,203.61,161.539,37.977,212.68,284.0,125.152,165.665,9.567,125.152,165.542,0.075,188.378,214.273,1.508,2.0,2.0,triangular,1000000
